q1,q2,q3,q4,q5,q5x1,q5x2,q6,q7,q8,q9x1,q9x2s1,q9x2s2,q9x2s3,q9x2s4,q9x2s5,q9x2s6,q9x2s7,q9x2s8,q9x3s1,q9x3s2,q9x3s3,q9x3s4,q9x3s5,q9x3s6,q9x4,q10,q10x1,q10x2,q10x2num,q11,q15x1,q15x2,q15x3,q12x1,q12x2,q12x3,q12x4,q12x5,q12x6,q12x7,q12x8,q12x9,q13x1,q13x2,q13x3,q13x4,q13x5,q14x1,q14x2,q14x3,q14x4,cityid,population,citysize,region
1,36,2,1,1,2,2,7,1,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,2,888,1,2,2,2,1,1,2,2,4,2,2,3,1,2,2,1,1,1,1,1,4,2,23502,9498,4,3
2,55,3,5,1,4,2,8,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,20,1,4,4,4,3,2,4,3,2,2,1,3,2,2,2,3,2,3,2,2,3,3,23502,9498,4,3
2,14,2,5,3,2,4,5,3,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,40,1,2,3,3,2,2,4,3,3,3,1,3,1,4,1,2,1,3,2,2,4,2,23502,9498,4,3
1,22,3,1,1,5,3,4,3,3,6,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,70,5,4,4,3,1,1,3,4,1,1,1,3,1,2,2,3,2,4,2,1,3,2,23502,9498,4,3
1,34,3,4,1,2,2,8,2,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,1,1,100,2,4,4,3,3,2,2,2,3,1,1,3,2,1,1,3,3,2,2,2,3,2,23523,4344,5,3
2,19,3,6,3,2,2,5,2,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,888,888,888,2,1,2,1,2,3,3,3,3,1,1,2,1,1,1,1,3,3,3,2,2,4,23523,4344,5,3
1,6,2,5,1,3,1,7,2,2,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,1,1,1,3,3,3,3,23523,4344,5,3
2,38,3,4,1,3,5,9,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,100,5,3,2,2,3,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,3,2,23523,4344,5,3
1,16,2,6,1,2,2,7,2,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,5,4,1,1,1,3,2,3,2,2,1,1,3,2,3,2,2,2,3,2,2,3,2,23523,4344,5,3
1,55,6,5,1,2,3,7,2,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,30,2,3,3,4,4,3,2,2,2,1,1,3,2,1,2,4,3,2,2,3,2,4,23523,4344,5,3
2,52,5,1,3,2,4,6,2,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,50,1,2,2,2,3,1,2,2,2,1,1,3,2,2,1,3,1,2,2,3,2,2,23523,4344,5,3
2,20,3,4,1,3,2,4,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,888,888,2,1,2,2,2,2,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,2,23523,4344,5,3
2,17,2,6,3,2,2,3,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,4,3,2,2,2,2,4,2,3,4,1,1,1,2,2,4,2,2,2,2,3,2,22203,207927,2,3
1,11,3,7,3,5,3,6,2,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,888,888,888,1,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,3,3,2,22203,207927,2,3
1,25,6,7,3,2,2,7,1,1,6,0,1,0,1,1,0,0,1,0,0,0,0,0,1,2,1,1,1,100,2,4,1,4,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,22203,207927,2,3
2,33,3,4,1,6,7,9,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,20,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,1,3,3,22203,207927,2,3
1,10,2,7,3,2,6,8,2,2,5,1,1,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,1,30,5,2,3,2,2,2,2,3,3,3,3,3,2,3,3,2,1,2,2,2,3,2,22203,207927,2,3
1,9,3,6,1,1,5,8,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,100,2,2,2,2,2,1,3,2,2,2,1,3,2,2,2,3,1,2,2,3,4,3,22203,207927,2,3
1,15,2,4,1,2,2,3,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,888,888,888,2,4,3,1,1,1,4,2,1,1,1,2,1,3,3,4,1,1,2,2,4,1,22203,207927,2,3
1,15,3,7,1,1,2,6,1,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,888,888,2,1,2,2,2,2,2,3,3,2,1,3,2,3,3,3,2,2,2,2,3,2,22203,207927,2,3
1,11,3,7,3,2,4,4,1,1,6,1,1,0,1,1,0,0,0,1,0,0,0,0,1,6,1,2,888,888,3,2,1,2,1,1,4,3,4,2,2,4,2,2,2,3,2,3,2,2,4,2,22203,207927,2,3
2,10,2,7,3,2,3,3,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,888,888,888,4,1,1,1,1,1,2,2,1,4,2,4,1,1,1,4,1,1,1,1,4,4,22203,207927,2,3
2,11,3,4,3,2,4,4,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,5,1,4,4,2,1,3,3,2,2,3,3,4,3,2,2,2,3,2,3,3,3,3,22203,207927,2,3
2,43,3,4,1,2,4,6,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,200,2,3,2,3,2,3,3,3,3,2,2,3,2,2,2,3,3,3,2,3,3,2,22342,37626,3,3
2,23,2,6,1,3,7,6,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,888,888,888,5,3,4,3,1,1,4,4,2,1,1,4,1,1,1,1,2,2,3,3,3,4,22342,37626,3,3
1,18,2,4,1,5,3,6,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,2,888,888,2,4,3,1,4,9,9,2,2,4,2,2,2,4,4,3,1,4,1,2,4,2,22342,37626,3,3
2,26,3,5,3,3,3,6,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,888,888,1,4,2,2,3,2,4,4,2,1,1,3,1,2,2,2,2,3,2,3,3,3,22342,37626,3,3
2,18,2,5,3,3,3,3,3,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,888,888,3,1,1,1,3,1,4,4,4,1,1,2,4,1,1,4,3,3,4,4,1,4,22342,37626,3,3
1,38,3,5,1,5,3,9,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,20,2,2,3,3,2,1,4,4,3,2,2,3,2,3,3,2,2,2,1,1,4,3,22342,37626,3,3
1,20,3,6,1,8,2,8,1,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,5,1,4,2,1,2,2,4,3,4,3,3,4,3,3,2,3,3,4,2,3,3,2,22342,37626,3,3
1,37,3,4,1,999,999,7,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,100,5,4,2,3,3,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,2,22342,37626,3,3
1,51,3,1,1,2,3,8,2,2,4,999,999,999,999,999,999,999,999,0,0,0,1,0,0,3,1,1,1,30,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,3,3,3,3,3,2,2,22342,37626,3,3
1,6,1,1,3,5,1,9,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,888,888,1,3,3,3,2,3,3,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,22522,14885,3,3
2,48,3,4,1,3,3,6,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,150,1,2,1,2,4,2,3,3,1,3,2,2,2,3,3,2,2,2,2,3,2,3,22522,14885,3,3
2,20,4,6,1,6,4,10,2,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,888,888,888,2,4,2,1,2,2,2,2,2,2,1,3,1,2,2,3,2,3,2,3,3,3,22522,14885,3,3
2,34,3,1,2,2,3,7,3,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,20,1,3,3,1,2,1,3,2,2,2,1,3,1,2,2,3,2,2,1,2,3,2,22522,14885,3,3
1,25,3,1,1,2,1,9,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,30,1,3,3,4,2,2,2,2,3,2,2,3,2,3,3,3,2,2,2,2,3,2,22522,14885,3,3
2,40,3,6,1,7,2,6,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,888,888,888,3,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,3,2,3,3,3,3,22522,14885,3,3
1,14,2,1,1,2,1,6,1,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,1,1,20,3,3,1,1,1,1,3,2,2,3,1,3,4,2,2,3,1,1,1,3,3,2,22522,14885,3,3
1,32,3,1,1,2,2,7,2,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,50,5,4,4,2,1,1,1,2,2,2,1,2,2,2,3,3,3,3,1,2,3,2,22522,14885,3,3
2,25,2,6,1,2,2,5,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,3,2,3,3,2,3,3,3,3,2,1,3,2,3,1,3,3,3,1,2,4,1,22522,14885,3,3
1,29,3,1,1,2,2,9,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,30,4,2,1,1,2,2,2,1,2,2,2,3,2,2,3,3,1,2,2,2,3,3,22522,14885,3,3
2,39,3,5,1,5,3,8,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,400,1,3,3,3,2,2,3,3,3,3,3,3,2,4,4,3,2,1,1,2,4,2,21202,148206,2,3
2,23,3,7,1,3,3,6,1,3,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,2,888,888,1,2,2,2,4,3,3,3,2,2,3,3,2,1,1,3,2,3,2,3,3,3,21202,148206,2,3
1,22,2,5,1,2,2,999,2,2,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1,30,3,3,3,2,3,3,4,4,4,4,3,3,3,4,4,4,4,4,1,4,4,4,21202,148206,2,3
1,49,2,2,1,2,2,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,20,3,1,2,1,1,1,2,3,3,3,2,3,3,2,3,2,2,3,2,2,4,1,21202,148206,2,3
2,16,5,5,3,2,4,5,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,2,1,3,3,3,1,2,2,1,2,1,2,2,4,3,1,1,2,2,2,2,3,21202,148206,2,3
2,38,2,2,3,3,2,5,2,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,888,888,888,1,4,4,4,3,3,4,3,2,2,2,4,4,2,3,3,2,3,3,3,3,2,21202,148206,2,3
1,21,3,6,1,2,2,5,2,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,1,3,1,1,4,1,21202,148206,2,3
2,25,3,5,3,3,4,6,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,2,888,888,888,3,4,4,4,3,2,3,3,3,2,1,3,2,2,2,2,2,3,1,3,3,3,21202,148206,2,3
1,37,4,6,1,5,3,3,1,4,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,1,1,30,2,3,4,3,3,3,3,3,3,3,1,3,2,3,3,2,2,3,3,3,3,3,21202,148206,2,3
2,22,3,5,4,888,888,999,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,888,888,2,4,3,3,2,3,4,3,3,3,2,4,4,3,3,3,4,3,3,3,3,3,21202,148206,2,3
2,27,5,4,1,2,4,8,2,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,5,2,4,4,4,3,3,2,3,3,2,1,1,1,1,3,3,3,3,1,1,4,1,24384,11405,3,3
2,27,4,5,1,3,4,7,2,4,5,1,0,0,1,1,1,0,0,0,1,0,0,0,0,3,1,1,1,15,1,3,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2,2,2,2,3,3,24384,11405,3,3
1,34,6,3,1,2,4,7,2,1,5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,4,1,1,1,50,5,4,4,3,1,1,4,4,4,4,4,4,3,3,4,3,2,3,1,1,4,3,24384,11405,3,3
2,26,5,6,1,5,3,11,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,888,888,999,2,1,1,3,2,3,3,2,2,2,3,2,3,3,3,2,2,2,2,3,2,24384,11405,3,3
1,25,4,5,1,2,4,6,2,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,50,2,4,4,4,3,2,3,3,3,2,2,3,2,3,3,3,3,3,2,2,3,2,24384,11405,3,3
2,21,3,5,1,2,4,6,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,5,4,3,2,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,2,3,4,3,24384,11405,3,3
1,18,3,5,1,3,2,7,1,1,6,1,1,0,1,1,0,0,0,1,0,0,0,0,0,5,1,2,888,888,5,1,4,4,2,4,4,4,4,4,4,3,2,4,4,3,1,3,3,4,3,3,24384,11405,3,3
2,24,4,1,1,3,5,5,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,888,888,888,2,3,2,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,2,3,24384,11405,3,3
2,26,3,5,1,3,2,7,2,3,6,1,1,1,1,1,1,0,0,0,1,0,0,0,0,5,2,888,888,888,1,4,3,3,3,2,2,2,3,1,1,2,2,2,1,4,2,3,3,3,3,4,24384,11405,3,3
2,29,6,4,1,3,3,7,2,4,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,888,888,888,1,3,4,3,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,3,3,24384,11405,3,3
1,17,3,7,3,2,4,6,3,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,888,888,888,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,4,1,1,2,2,4,2,16201,320966,2,3
1,28,6,5,1,2,6,9,1,2,4,1,0,0,1,1,0,0,0,1,0,0,0,0,1,4,1,1,1,30,2,3,3,3,3,3,3,3,4,3,2,4,2,2,3,2,2,3,2,2,3,2,16201,320966,2,3
1,14,2,6,3,2,3,6,2,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,4,2,888,888,888,2,4,4,4,3,2,4,3,4,2,1,3,2,3,3,4,1,4,2,3,3,3,16201,320966,2,3
1,10,3,7,3,2,6,6,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,888,888,888,2,4,2,4,1,2,3,3,4,4,2,3,1,2,1,3,3,2,2,2,2,2,16201,320966,2,3
1,47,4,3,1,2,3,6,2,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,40,5,4,4,4,4,2,2,3,3,3,3,2,3,3,2,3,3,3,2,2,3,2,16201,320966,2,3
2,8,2,7,3,4,3,5,2,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,20,3,3,3,1,1,1,4,4,4,3,2,4,2,2,4,2,2,2,4,2,3,2,16201,320966,2,3
1,30,3,3,1,2,5,6,2,2,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,7,1,1,1,10,1,2,3,3,3,2,3,3,2,2,2,3,2,4,4,3,4,3,2,3,3,3,16201,320966,2,3
2,19,2,7,1,3,3,9,2,1,5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,20,3,3,4,3,2,1,3,3,4,1,1,3,3,1,2,3,3,2,2,2,3,3,16201,320966,2,3
1,13,3,7,3,2,2,6,3,3,6,1,1,0,1,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,5,3,3,3,2,2,2,2,2,1,1,2,3,2,2,3,3,3,2,3,3,3,16201,320966,2,3
2,10,2,7,3,6,4,6,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,3,1,4,4,2,4,4,4,2,4,1,4,4,4,4,2,4,4,4,4,4,4,16201,320966,2,3
2,34,3,5,1,2,4,8,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,50,2,3,2,3,2,1,3,3,2,2,2,3,1,2,3,3,4,3,2,2,3,2,16201,320966,2,3
2,17,3,6,3,999,999,7,1,2,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,1,11,4,3,3,3,3,2,2,2,3,2,2,2,3,1,1,2,2,2,3,3,3,3,16201,320966,2,3
1,35,6,7,1,2,5,8,1,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,1,999,888,2,2,3,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2,16201,320966,2,3
1,22,3,6,3,2,4,6,1,2,5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,4,2,888,888,888,2,3,2,2,2,2,4,3,3,3,2,3,2,3,3,3,3,3,2,3,3,1,17301,9922,4,3
1,13,2,7,1,5,2,6,3,4,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,4,1,2,888,888,2,2,1,1,2,2,3,3,4,3,1,2,3,3,9,2,4,3,2,2,4,3,17301,9922,4,3
2,42,5,6,1,2,4,8,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,100,2,2,2,2,3,9,2,2,3,2,2,3,2,2,3,2,3,2,2,2,3,2,17301,9922,4,3
2,47,3,3,2,2,4,6,1,2,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,90,2,3,3,3,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,17301,9922,4,3
1,52,6,2,1,2,5,9,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,1,1,100,5,3,4,4,2,2,3,4,2,1,9,2,3,2,2,2,2,2,2,2,2,2,17301,9922,4,3
2,52,4,2,1,2,5,999,1,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,70,5,4,4,4,3,3,4,3,3,4,4,4,4,3,3,2,2,2,2,3,3,3,17301,9922,4,3
2,7,2,6,3,2,3,5,2,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,888,888,888,1,2,2,2,1,1,2,3,1,1,1,1,1,1,2,3,3,2,2,2,3,3,17301,9922,4,3
2,8,3,7,3,6,7,9,3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,888,888,888,5,1,2,2,9,2,3,3,4,3,3,4,3,3,3,2,2,3,2,3,3,3,17301,9922,4,3
1,8,3,6,1,5,7,3,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,888,888,888,5,1,1,1,1,4,4,4,4,4,4,4,1,1,1,3,1,1,1,1,4,1,17301,9922,4,3
2,44,5,1,1,2,5,7,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,50,5,1,1,2,1,1,3,2,4,2,2,2,2,2,2,4,2,2,2,3,3,2,17301,9922,4,3
2,9,2,6,3,2,2,3,2,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,2,888,888,888,4,1,1,1,1,1,4,3,4,3,1,2,1,2,2,1,1,3,1,1,4,1,17301,9922,4,3
1,29,3,5,1,2,2,999,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,350,4,2,2,2,3,3,4,4,3,3,4,4,3,4,4,1,1,3,3,2,4,1,17301,9922,4,3
1,45,3,6,1,2,2,5,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,15,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,2,4,2,17301,9922,4,3
2,24,2,6,1,2,7,8,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,888,888,888,2,1,1,2,3,2,3,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,18323,3599,5,3
1,10,2,1,1,5,2,5,2,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,2,888,888,888,2,2,1,1,3,2,3,3,3,3,3,3,2,3,3,3,2,1,2,3,4,3,18323,3599,5,3
2,52,4,5,1,2,3,8,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,30,1,1,1,1,1,1,2,2,4,3,2,2,4,4,4,2,3,4,1,1,3,3,18323,3599,5,3
1,24,3,7,1,1,2,9,2,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,50,1,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,2,3,1,2,3,2,18323,3599,5,3
1,33,3,7,1,2,6,8,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,400,1,1,2,2,3,2,2,3,4,1,1,2,3,3,3,3,3,3,2,2,3,3,18323,3599,5,3
1,27,6,7,1,2,6,9,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,20,1,3,3,3,2,2,2,2,2,1,2,3,2,2,4,3,2,2,2,2,3,2,18323,3599,5,3
2,32,5,1,1,2,4,8,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,10,5,3,3,3,2,1,3,2,1,3,3,3,2,1,2,4,4,2,1,2,4,2,18323,3599,5,3
1,24,3,7,1,2,6,9,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,80,2,3,1,1,2,1,3,3,1,1,1,4,1,3,4,1,1,2,1,1,4,2,18323,3599,5,3
2,11,2,7,3,2,2,8,3,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,1,2,4,1,18323,3599,5,3
2,20,3,6,1,2,2,9,2,2,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,4,1,1,1,10,2,2,2,2,2,2,4,3,3,2,2,3,2,3,2,2,2,2,3,3,3,3,18361,23763,3,3
1,22,2,7,3,8,2,11,2,1,3,1,1,0,1,1,0,0,1,0,0,1,0,0,1,4,1,1,1,15,1,1,1,1,2,3,3,3,3,2,1,3,2,2,3,2,2,2,1,2,4,2,18361,23763,3,3
2,24,3,6,1,3,7,6,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,50,3,3,1,2,2,2,3,2,3,2,2,3,4,3,2,3,2,2,2,3,4,2,18361,23763,3,3
2,24,4,6,1,2,3,999,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,888,888,888,1,1,1,1,2,2,2,2,1,1,1,2,1,3,2,3,1,3,1,1,3,2,18361,23763,3,3
1,12,3,1,3,1,6,6,3,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,888,888,888,1,2,1,1,2,1,2,2,1,2,2,2,1,3,2,1,1,1,1,3,2,3,18361,23763,3,3
1,23,3,7,3,2,3,7,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,888,888,888,2,1,2,2,2,2,3,3,2,2,1,3,3,1,3,1,2,3,2,3,2,2,18361,23763,3,3
2,6,1,7,4,888,888,999,4,3,3,1,0,0,0,0,0,0,0,999,999,999,999,999,999,999,2,888,888,888,999,1,999,999,2,9,3,3,9,2,1,9,4,9,9,9,9,9,9,9,9,9,18361,23763,3,3
2,8,2,7,3,2,1,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,888,888,888,3,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,4,2,18361,23763,3,3
2,43,3,4,1,2,2,10,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,60,2,3,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,3,3,2,18361,23763,3,3
2,24,3,5,1,2,2,7,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,888,888,888,999,1,1,1,2,2,3,3,9,2,9,9,2,3,2,3,3,2,2,2,3,4,18361,23763,3,3
1,18,3,5,1,3,2,6,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,888,888,888,4,2,3,2,2,3,3,3,2,3,2,3,2,1,2,3,2,2,1,2,3,2,27102,95240,1,4
2,6,2,7,3,6,7,4,3,3,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,888,888,888,2,1,1,1,3,2,4,3,2,1,1,4,1,1,1,1,1,2,2,2,3,3,27102,95240,1,4
2,52,6,5,3,3,5,6,2,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,250,1,3,2,2,2,1,3,3,2,3,3,3,3,2,2,2,1,2,1,1,4,2,27102,95240,1,4
1,44,3,1,1,2,2,6,2,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,70,2,1,1,1,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,4,2,27102,95240,1,4
1,37,6,1,1,2,4,6,2,3,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,300,1,2,3,2,2,3,4,4,2,3,2,4,2,1,3,3,3,3,2,2,3,2,27102,95240,1,4
2,38,4,6,1,2,5,9,1,2,4,1,1,0,1,1,1,0,0,0,0,0,0,1,0,3,1,1,1,60,1,2,2,2,2,2,3,3,3,1,2,4,2,2,2,3,3,3,1,2,3,2,27102,95240,1,4
2,32,3,5,1,3,3,5,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,40,2,2,2,2,2,1,3,3,3,2,2,3,2,3,3,3,3,3,2,2,4,1,27102,95240,1,4
2,45,6,3,1,3,5,999,1,1,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,50,4,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,1,2,1,2,3,3,27102,95240,1,4
2,42,3,3,3,2,3,6,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,1,1,1,80,2,2,2,2,2,1,3,3,3,3,2,3,2,3,2,2,2,3,2,2,3,2,27102,95240,1,4
2,32,3,1,1,3,4,6,2,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,1,1,30,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,2,27102,95240,1,4
2,27,3,6,1,5,5,7,1,1,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,1,100,2,4,4,2,3,2,2,2,1,3,3,3,2,2,3,1,2,2,1,1,4,2,27116,106679,1,4
2,29,5,4,3,2,4,5,1,1,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,50,1,2,2,2,2,1,3,3,2,2,1,3,2,2,2,3,3,3,2,1,2,4,27116,106679,1,4
2,54,5,1,1,2,4,6,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,240,1,1,2,2,2,1,3,3,3,2,2,3,1,2,2,3,3,2,2,2,3,3,27116,106679,1,4
